情感极性,博主,发布时间,博文
1,中国三星,01月31日 17:49,1月31日，中国三星宣布通过中国红十字会，捐赠人民币3000万元，用于抗击新型冠状病毒肺炎疫情。捐赠物款中包含100万只专业防护口罩和1万套防护服。目前第一批物资已运抵疫情一线并投入使用，后续物资正陆续运抵中国。?同时，中国三星向所有在抗击疫情前线的医护工作者致敬！武汉加油，中国加油！ ?  展开全文c
0,天津发布,01月31日 18:09,#津日疫情播报#【截至1月31日18时本市新型冠状病毒感染的肺炎共确诊32例 无新增确诊病例】从市疾控中心获悉，截至1月31日18时本市新型冠状病毒感染的肺炎共确诊32例，无新增确诊病例。 ?
0,财新网,01月31日 18:29,【武汉疫情将在短期内打压全球航运需求】中国武汉疫情被定性，其他国家或据此作出相应反应，这将进一步影响国际间经贸往来。国际海上运输承担了90%以上的货物贸易，货物运输方面已经受到疫情冲击。受疫情影响，中国经济或将在短期内放缓，这将给全球货运市场带来压力 O武汉疫情将在短期内打压全球航运需求 ?
0,新浪财经,01月31日 18:30,【北京疾控：#建议在湖北的北京人暂时不动# 】北京市新型冠状病毒感染的肺炎疫情防控工作新闻发布会举行。北京市疾病预防控制中心副主任贺雄介绍，针对出差探亲到湖北的北京人，疾控中心已经追踪到，并将相应信息推送到个人终端。“我们建议他暂时不动，同时注意自身防护，配合当地疫情防控工作。” ?  展开全文c
0,辽沈晚报,01月31日 18:30,【辽宁省省内各类企业不早于2月9日24时前复工】各市人民政府，省政府各厅委、直属机构，各有关单位：为进一步加强新型冠状病毒感染的肺炎疫情防控工作，阻断疫情传播，打赢疫情防控攻坚战，更好保障人民群众生命安全和身体健康，按照党中央、国务院防控工作部署，根据《中华人民共和国突发事件应对法》 ?  展开全文c
1,光明日报,01月31日 18:30,【哈尔滨#百岁老人为防控疫情献上爱心#】黑龙江哈尔滨道外区百岁老人彭云松，是一名退休工人，一直关注新型冠状病毒感染的肺炎疫情。作为一名党员，他想为奋战在一线的医务工作者做点事。1月29日，老人主动向道外区防控一线捐款1万元。       100岁的彭云松有6个儿女，可是这7口人却有着7个不同的姓氏 ?  展开全文c
0,佛山发布,01月31日 18:32,#疫情公布#【佛山市确诊病例出现病症期间曾逗留过的小区、场所→】截止2020年1月31日12时，佛山市累计报告新型冠状病毒感染的肺炎确诊病例33例，曾逗留过以下小区、场所。疫情发生后，各部门密切配合，所有追踪到的密切接触者均已落实了密切接触者隔离观察、病家终末消毒等防控工作。戳图了解↓ ?
0,早报网,01月31日 18:33,【韩首批撤侨人员18人出现症状送医】韩国疫情中央应急处置部周五（31日）表示，当天乘政府包机从中国武汉回国的368名公民中，有18人出现发热等症状被送医。其中12人在武汉天河机场接受检测时出现症状，六人在抵达首尔金浦后出现症状。14人被送往国立中央医疗中心，四人被送往中央大学医院。其余没有任 ?  展开全文c
0,新华视点,01月31日 18:34,#新型冠状病毒感染肺炎# 【全国已开通高速公路应急防疫物资绿色通道1.1万道】记者31日从国家发展改革委了解到，截至1月30日24时，铁路累计装运疫情防控物资1373批、6.7万件、9370吨，邮政运送口罩、药品等防疫物资3.3万箱（件）。全国已开通高速公路应急防疫物资绿色通道1.1万道。（记者安蓓） ?
0,轻乏,01月31日 18:34,#疫情结束后做想做的事# ?
0,沈阳发布,01月31日 18:36,#众志成城抗击新型冠状病毒肺炎#【辽宁省人民政府办公厅关于延迟企业复工和学校开学的通知！】各市人民政府，省政府各厅委、直属机构，各有关单位：为进一步加强新型冠状病毒感染的肺炎疫情防控工作，阻断疫情传播，打赢疫情防控攻坚战，更好保障人民群众生命安全和身体健康，按照党中央、国务院防控 ?  展开全文c
0,河北日报,01月31日 18:37,【紧急扩散！河北急寻1月11日至22日这些列车的乘客】31日从河北保定市疫情防控指挥部获悉，目前全市有1例新型冠状病毒感染的肺炎确诊病例在2020年1月11日至22日，曾有多车多次乘车史，另一确诊的新型冠状病毒感染患者，另急寻1月14日T156、K1454次列车的乘客；1月18日、19日、20日同乘乘客请在同一时段 ?  展开全文c
0,广西日报,01月31日 18:37,#广西抗击新型肺炎# 【《民族脊梁》】广西日报记者张天韵报道：钟南山院士力挽狂澜的风采，在画家笔下栩栩如生。这幅名为《民族脊梁》宣传画，是广西北部湾书画院院长陈中华近日创作的力作。自新型冠状病毒在全国肆虐后，陈中华在家中时刻关注着疫情的最新动向，并根据新闻照片用画笔绘下了钟南山抗击 ?  展开全文c
0,鼓楼微讯,01月31日 18:37,#抗击新型肺炎鼓楼在行动#  【全市率先！鼓楼区严格落实废弃口罩规范收集处置工作】为进一步做好鼓楼区新型冠状病毒感染的肺炎疫情防控工作，鼓楼区各部门立即行动，在新型冠状病毒感染的肺炎疫情期间，积极采取有效措施规范医疗废物的收集处置相关工作。O全市率先！鼓楼区严格落实废弃口罩规范收集处置工作 ?
1,周日和,01月31日 18:37,中国红色足球队宅急送开工～～半日到站，一线直达你们守护者我们，我们更要守护好你们！红色精神，代代相传。#专家呼吁把N95口罩留给医护人员##最新疫情地图# ?
0,胖哥带你吃洛阳,01月31日 18:38,#洛阳身边事# 【洛阳交警急寻51辆鄂牌车辆】1月22日晚8时，洛阳市公安局疫情防控工作紧急部署会后，洛阳交警连夜安排部署、迅速开展行动，组成工作专班，精准详细摸排核查。        截止1月30日零时，通过系统筛查、比对，路面设卡查控，共确定自1月11日以来进入洛阳市涉鄂车辆341台，其中：渐次离开 ?  展开全文c
1,优酷,01月31日 18:38,#挖掘机天团# #雷神山医院建设进度已完成55%#【战疫情小栏目】天团放心飞，我们永相随！优酷24小时直播火神山、雷神山建设过程，一起来为挖掘机天团加油！（图片来自：中国青年报 ）O网页链接 ?
1,江门广播电视台,01月31日 18:38,【20万只口罩火速通关！江门海关助力防控物资“零延时”】记者从江门海关获悉，1月29日，一批由墨西哥江门五邑青年联合会捐赠的救援物资，合共20万个口罩运抵北京首都机场，江门海关通过和北京海关加强跨关区合作，为疫情防控物资开通绿色通道，快速验放该批防疫物资。O网页链接 ?
-1,康梓无极,01月31日 18:39,今年过年是最憋屈的一年，和17年前的非典一样严重，新型冠状疫情由武汉蔓延滋长，其范围影响之大历史罕见，全国乃至世界都在屏蔽着疫情，口罩遭到疯抢，年货遭到抛弃。从而也看到人的弱点“鹿死不择荫”，每一个人也真正感受到平安健康才是人生最大的幸福，其它都是“过眼云烟” 2海阳市 ?
1,思想聚焦,01月31日 18:40,#最美逆行者##守护战疫英雄#【你们为我们苦战 我们为你们护航】新型冠状病毒肆虐以来，有这样一群人，他们不畏艰辛，无惧风险，逆行一线。他们有的是医护人员；有的是火神山、雷神山医院的建设者；有的是媒体工作者……一个个逆行的身影，奏响了抗击疫情的战歌。360保险推出“360战疫保”，为疫情防控 ?  展开全文c
0,新浪大连,01月31日 18:42,#大连战疫# #大连复工时间# 【辽宁省下发通知：省内各类企业不早于2月9日24时前复工】各市人民政府，省政府各厅委、直属机构，各有关单位：为进一步加强新型冠状病毒感染的肺炎疫情防控工作，阻断疫情传播，打赢疫情防控攻坚战，更好保障人民群众生命安全和身体健康，按照党中央、国务院防控工作部署 ?  展开全文c
1,安徽公安在线,01月31日 18:42,#安徽公安抗击疫情# 【致安徽省公安机关各级党组织、广大党员民警和警务辅助人员的一封信】让党旗在全省公安机关防控疫情斗争第一线高高飘扬！ ?
1,新浪浙江,01月31日 18:42,【温州市关于防控新型冠状病毒感染的肺炎疫情接受社会捐赠公告】#抗击新型肺炎我们在行动#据@温州发布 ：为进一步加强新型冠状病毒感染的肺炎疫情防控工作，全力打赢疫情防控阻击战，发扬“一方有难、八方支援”的优良传统，做好社会各界捐款以及抗击疫情所需医用耗材、防护用品等捐赠物资接收调配工作 ?  展开全文c
0,影娱戏中客,01月31日 18:43,#最新疫情地图#来看看 疫情地图是如何演变的吧从27例确诊 到 9693例确诊 ?
1,吴禹昊Ivan,01月31日 18:43,愿大家一起携手，共同面对这一次的疫情??@西藏昌都人韩红 ?
0,香港文匯網,01月31日 18:44,【#新型冠状病毒#  林郑月娥：学校复课日推迟至3月2日】香港行政长官林郑月娥今日（31日）下午召开跨部门防疫记者会。林郑月娥表示，已经了解到有不同学校推迟了复课日期，她也从教育局了解，原本定下的复课日期是2月17日，但考虑疫情最新情况后，最新的日期已修订到3月2日。O网页链接 ?
1,中国新闻周刊,01月31日 18:44,#矢野浩二捐赠13万个口罩#日本演员@矢野浩二 为这次武汉防控疫情捐赠了13万只口罩，感激每一份力量#周刊君与你共同战疫##专家呼吁把N95口罩留给医护人员# ???
0,长春发布,01月31日 18:45,【@长春公安 发布警方通告】#长春发布#         为积极控制新型冠状病毒感染肺炎疫情传播蔓延，确保人民群众身体健康和生命安全，全力维护社会秩序和医疗秩序，依法打击破坏疫情防控工作的违法犯罪活动，根据《中华人民共和国刑法》《中华人民共和国治安管理处罚法》《中华人民共和国突发事件应对法》 ?  展开全文c
0,宋清辉,01月31日 18:45,#宋清辉看肺炎疫情# 厦门APP购买口罩需摇号中签，市民预约被告知无效！据新京报，1月31日，“i厦门”APP变更预约登记规则，实行“摇号中签”预约购买口罩。此前市民提交的预约登记，被告知未正式上线，预约无效。1月29日，厦门疫情工作指挥部办公室发布公告，市民可通过APP线上预约购买口罩。 ?  展开全文c
1,肖宇梁Rainco,01月31日 18:45,#医护后盾#  向所有白衣天使们致敬，他们是疫情中的逆行者，迎难而上战斗在一线。感谢各位医护人员的辛苦与付出，辛苦了一切都会好起来的。 O绿洲 ?
1,10月8号扎心了,01月31日 18:45,鹿晗 等疫情过去了，三巡演唱会现场，鹿哥看着台下的鹿饭，应该会很满意 ?
-1,凤凰网娱乐,01月31日 18:46,#8号风曝#【#肺炎阴影下的娱乐圈#】一场无法预料的疫情，席卷了整个中国，不同程度影响各行业之外，也让众生相尽显，以娱乐圈为例——O肺炎阴影下的娱乐圈：剧组一天亏损50万，票房蒸发50亿，黄牛组队做公益明星篇：占据微博热搜与豆瓣鹅组的话题大部分都是疫情相关，明星名字悄悄消失，《三生三世枕上书》等热播剧不敢大肆宣传，有艺人宣传告 ?  展开全文c
1,辽宁日报,01月31日 18:46,【辽宁要求：企业不早于2月9日24时前复工，学校2月17日后开学】为进一步加强新型冠状病毒感染的肺炎疫情防控工作，阻断疫情传播，打赢疫情防控攻坚战，更好保障人民群众生命安全和身体健康，按照党中央、国务院防控工作部署，根据《中华人民共和国突发事件应对法》《中华人民共和国传染病防治法》和辽 ?  展开全文c
0,健康广州,01月31日 18:47,#最新疫情通报# 【截至2020年1月31日12时广州市#新型冠状病毒#感染的肺炎疫情情况】2020年1月31日0时至12时，广州市报告新型冠状病毒感染的肺炎新增确诊病例6例，其中增城区3例、番禺区2例、花都区1例。       截至1月31日12时，广州市累计报告新型冠状病毒感染的肺炎确诊病例112例，其中白云区27例 ?  展开全文c
1,吴禹昊Ivan,01月31日 18:47,我们和武汉在一起！携手共抗疫情??@西藏昌都人韩红 ?
1,人民网,01月31日 18:48,#万众一心抗击疫情#【#民航局派包机赴日本接湖北籍滞留同胞#】31日，继向泰国和马来西亚派出两架民航包机后，民航局紧急协调第三架民航包机，前往日本接回滞留的湖北籍旅客。该航班由春秋航空执飞，计划31日晚从上海出发，2月1日凌晨从东京羽田机场起飞，5时50分抵达武汉天河机场。目前在日本东京及周 ?  展开全文c
0,新京报,01月31日 18:49,#武汉红会称企业可定向捐赠#【武汉红会：“物资由红会分发”是误解，企业可定向捐赠】#物资由红会分发是误解#网上很多人觉得物资是由红十字会分发，这是一种误解。”1月31日，武汉红十字会相关人士告诉记者，医院所需物资数据先报给疫情指挥中心和卫生局，指挥中心再分发物资。O武汉红会：“物资由红会分发”是误解，企业可定向捐赠 ?
-1,成都商报,01月31日 18:50,【获赠1.8万只口罩，做妇产的武汉仁爱医院工作人员：不收发热病人】#武汉仁爱医院称不收发热病人#1月30日中午，湖北省红十字会第一次公布了新冠肺炎疫情以来捐赠物资的使用情况。红星新闻记者发现，除湖北省疾控中心、武汉铁路局获赠大量口罩，而武汉市61家发热门诊之一的协和医院仅收到3000个口罩。与 ?  展开全文c
0,云南发布,01月31日 18:50,#疫情最新情况#【新增确诊病例3例！云南累计报告确诊病例83例】1月31日0时至12时，云南省报告新型冠状病毒感染肺炎新增病例3例。全省累计报告确诊病例83例，现有危重3例、重症5例，无死亡病例。其中，昆明市25例、西双版纳州12例、昭通市6例、玉溪市6例、保山市6例、大理州6例、丽江市6例、曲靖 ?  展开全文c
1,新浪辽宁,01月31日 18:50,#抗击疫情 辽宁在行动#【辽宁要求省内各类企业不早于2月9日24时前复工】为进一步加强新型冠状病毒感染的肺炎疫情防控工作，阻断疫情传播，打赢疫情防控攻坚战，更好保障人民群众生命安全和身体健康，按照党中央、国务院防控工作部署，根据《中华人民共和国突发事件应对法》《中华人民共和国传染病防治 ?  展开全文c
1,中国日报,01月31日 18:51,【这群“可爱”人群的举动 令人动容】范美群，广西一名境外游领队了解到桂林市南溪山医院急缺医疗防护物资的信息后，便在微信上发起募捐群，迅速吸引了上百人参与。由于疫情，国内口罩等防护物资有较大缺口，范美群协同其他境外领队开始从韩国、俄罗斯、泰国、日本、迪拜、越南、缅甸，新加坡等地寻找 ?  展开全文c
0,观察者网,01月31日 18:52,【#应当让返京人员自由地进入小区#】对于北京市部分小区禁止外地回京人员进入的问题，北京市民政局副局长赵济贵31日下午在发布会上表示，随着外地返京人员陆续增加，北京市疫情防治任务艰巨。提醒返京人员向所在社区登记，加强疫情高发区来京人员的筛选。只要没有确认是肺炎病例的，或无明显发烧、咳嗽 ?  展开全文c
0,海底捞火锅,01月31日 18:54,海底捞防控疫情总指挥部工作简报第8号 ?
1,刘潺_Lc,01月31日 18:54,#看饿了的人间美食# 江山错落，人间烟火，吐纳千年壮阔。花小厨拉面为热干面加油，待疫情结束欢迎大家来景家做客，泰和二荞热情招待，品尝小麦的手艺。#武汉加油# #人间烟火花小厨# 景泰和向全体奋战在一线的同胞致敬。 ?
-1,美国驻华大使馆,01月31日 18:55,鉴于新型冠状病毒在中国各地的传播，以及世界卫生组织将此次 疫情列为国际关注的突发公共卫生事件，美国国务院将中国旅行 警告升至四级——请勿前往。 链接：O网页链接 ?
0,人民日报,01月31日 18:55,【转给家人！#给老年人的10条防护建议#】应对疫情，#老年人应该如何做好防护#？戳图↓↓转需！ ?
0,王源粉丝首站,01月31日 18:55,王源【莱阳 重名】  近期首站接收到一则关于山东省疫情感染城市的私信。由于市名与Roy6“莱阳”玩偶同名 ，相关词条有所冲突 。  在此 首站呼吁广大粉丝使用玩偶代替名，为疫情感染城市让出词条热度！ ?
1,百姓评车,01月31日 18:55,#武汉协和医院西院辟谣#理解万岁吧！一切为了抗击疫情！看图就知道了…… ?
0,段郎说事,01月31日 18:56,【如果无权公开疫情信息 地方政府可以公开什么？】上海交大数据法律研究中心执行主任何渊认为，从现行法律规定来看，传染病疫情信息的公开主体是国家卫健委以及得到授权的湖北省卫健委，但地方政府应依法公开应急预案、预警信息等 。段郎以为：地方政府至少可以及时叫停万家宴……O如果无权公开疫情信息 地方政府可以公开什么 ?  展开全文c
1,圈内扒爷,01月31日 18:56,#矢野浩二捐赠13万个口罩#在中国发展的日本演员，也是天天兄弟中一员的矢野浩二，为这次疫情捐赠了13万只口罩。感谢每一位在危难时刻伸出援手的人 ?
1,黄景瑜爱心小站,01月31日 18:59,黄景瑜 ? #百团公益#第13批联合公益：【百团大“站”公益             ———粉丝团体联合捐赠物资应援公告】百团同心，其利断金攻艰克难，疫情难侵对前线的医疗工作者致以最崇高的敬意对坚守一线的守护天使送去温暖的问候今，同舟共济抗战“疫”明，捷报频传破阴霾??100家粉丝 ?  展开全文c
1,张杰稀饭团,01月31日 19:00,张杰 【百团大“站”公益—粉丝团体联合捐赠物资应援公告】百团同心，其利断金攻艰克难，疫情难侵对前线的医疗工作者致以最崇高的敬意对坚守一线的守护天使送去温暖的问候今，同舟共济抗战“疫”明，捷报频传破阴霾??100家粉丝团体联合，向湖北省随州市中心医院，捐赠43000只一次性 ?  展开全文c
1,AZORAbank_尤长靖,01月31日 19:00,#百团公益#? #尤长靖粉丝助力公益# 【百团大“站”公益—粉丝团体联合捐赠物资应援公告】百团同心，其利断金攻艰克难，疫情难侵对前线的医疗工作者致以最崇高的敬意对坚守一线的守护天使送去温暖的问候今，同舟共济抗战“疫”明，捷报频传破阴霾??100家粉丝团体联合，向湖北省随州市中心 ?  展开全文c
1,小啵爱摩托,01月31日 19:00,#正能量艺人王一博# ? #抗击新型肺炎第一线# 【百团大“站”公益—粉丝团体联合捐赠物资应援公告】百团同心，其利断金攻艰克难，疫情难侵对前线的医疗工作者致以最崇高的敬意对坚守一线的守护天使送去温暖的问候今，同舟共济抗战“疫”明，捷报频传破阴霾??小啵爱摩托参与100家粉丝团体 ?  展开全文c
1,ForSong_Baidu茜骑吧,01月31日 19:00,宋茜#百团公益#【百团大“站”公益—粉丝团体联合捐赠物资应援公告】百团同心，其利断金攻艰克难，疫情难侵对前线的医疗工作者致以最崇高的敬意对坚守一线的守护天使送去温暖的问候今，同舟共济抗战“疫”明，捷报频传破阴霾??100家粉丝团体联合，向湖北省随州市中心医院，捐 ?  展开全文c
1,Mini杨幂公益站,01月31日 19:00,杨幂 杨幂正能量 ? #百团公益#                   『联合公益Part1』【百团大“站”公益—粉丝团体联合捐赠物资应援公告】百团同心，其利断金攻艰克难，疫情难侵对前线的医疗工作者致以最崇高的敬意对坚守一线的守护天使送去温暖的问候今，同舟共济抗战“疫”明，捷 ?  展开全文c
1,小姐姐爱兴公益乐园,01月31日 19:00,#张艺兴粉丝正能量##百团公益#【百团大“站”公益—粉丝团体联合捐赠物资应援公告】百团同心，其利断金攻艰克难，疫情难侵对前线的医疗工作者致以最崇高的敬意对坚守一线的守护天使送去温暖的问候今，同舟共济抗战“疫”明，捷报频传破阴霾??100家粉丝团体联合，向湖北省随州市中心医院，捐 ?  展开全文c
-1,飞象网项立刚,01月31日 19:01,武汉肺炎很多人骂湖北省长、武汉市长，我个人看法，这次出现重大疫情，卫健委的责任更大。疫情这样事认定、发布，这是专业的事，市长、省长也得听专业人士的意见，除了有证据卫生部门有建议不被地方政府采纳。这次疫情还是扩散了，说明卫健委的信息采集、管理、报送、发布体系是有问题的，无法保证及时 ?  展开全文c
-1,大击,01月31日 19:01,#因为疫情而分手的案例#愿天堂没有人渣 ?
0,八哥,01月31日 19:01,#在家的你有多谨慎#因为疫情的原因，这个寒假一直在家 ，能不出门尽量不出门，出门一定戴口罩洗手的频率也比以前多了很多外边的各类美食都不吃了，只吃家里的饭，真的很惜命了 ?
0,民航吐槽君,01月31日 19:01,【新加坡暂停中国来客入境，包括来自中国的外国人】新加坡将对所有来自中国大陆的新游客关闭边境，包括过去14天内到过中国的外国人。新加坡成为东南亚首个对中国大陆关闭边境的国家，以防止新型冠状病毒肺炎的传播。#最新疫情地图##不止飞行# ?
1,超级农农全国粉丝后援会,01月31日 19:01,陈立农 #跟陈立农一起做公益# 【百团大“站”公益—粉丝团体联合捐赠物资应援公告】百团同心，其利断金攻艰克难，疫情难侵对前线的医疗工作者致以最崇高的敬意对坚守一线的守护天使送去温暖的问候今，同舟共济抗战“疫”明，捷报频传破阴霾??100家粉丝团体联合，向湖北省 ?  展开全文c
1,温州草根新闻,01月31日 19:01,【朋友圈里的温州医护故事】当疫情发生后，奋战在一线的“白衣天使”成了微信朋友圈里最可亲可敬的人。没有晒美食，没有晒旅游，更没有春节合家团聚的幸福与温馨，医护人员的朋友圈里只有连续抗击疫情熬红的双眼和治愈伤患后内心满满的感动。2020新春，内心最想说的一句话：这一刻，感谢有你们！ ?
1,半截诗丨朱一龙个站,01月31日 19:01,#朱一龙2020并肩前行# #朱一龙2020爱你不停##百团公益#【百团大“站”公益—粉丝团体联合捐赠物资应援公告】百团同心，其利断金攻艰克难，疫情难侵对前线的医疗工作者致以最崇高的敬意对坚守一线的守护天使送去温暖的问候今，同舟共济抗战“疫”明，捷报频传破阴霾??100家粉丝团体联 ?  展开全文c
0,平安北京,01月31日 19:02,【疫情防控，除了拨打12345电话，您还可以这么做】您有发热问题需要咨询吗？您要提供疫情线索吗？您身边还有哪些防护用品、蔬菜水果贵得离谱儿？打12345！不方便打电话怎么办？您还可以通过微信、微博、“北京通”APP反映。戳图↓↓了解！ ???? @北京发布 ?
0,蓝鲸财经记者工作平台,01月31日 19:03,#武汉红会称企业可定向捐赠#【武汉红会：“物资由红会分发”是误解，企业可定向捐赠】网上很多人觉得物资是由红十字会分发，这是一种误解。”1月31日，武汉红十字会相关人士告诉记者，医院所需物资数据先报给疫情指挥中心和卫生局，指挥中心再分发物资。（新京报）#疫情防控蓝鲸快报# ?
1,GEM专属加油站,01月31日 19:03,邓紫棋.#棋心协力益路同行# #百团公益# 【联合捐赠第二批】【百团大“站”公益—粉丝团体联合捐赠物资应援公告】百团同心，其利断金攻艰克难，疫情难侵对前线的医疗工作者致以最崇高的敬意对坚守一线的守护天使送去温暖的问候今，同舟共济抗战“疫”明，捷报频传破阴霾??100家粉丝 ?  展开全文c
1,杜淳官方粉丝团,01月31日 19:03,【淳正能量】百团大站公益#百团公益#百团大“站”公益—粉丝团体联合捐赠物资应援公告百团同心，其利断金攻艰克难，疫情难侵对前线的医疗工作者致以最崇高的敬意对坚守一线的守护天使送去温暖的问候今，同舟共济抗战“疫”明，捷报频传破阴霾??100家粉丝团体联合，向湖北省 ?  展开全文c
1,LUTING-不正经数据组,01月31日 19:03,陆婷 #百团公益#【百团大“站”公益—粉丝团体联合捐赠物资应援公告】百团同心，其利断金攻艰克难，疫情难侵对前线的医疗工作者致以最崇高的敬意对坚守一线的守护天使送去温暖的问候今，同舟共济抗战“疫”明，捷报频传破阴霾??100家粉丝团体联合，向湖北省随州市中心 ?  展开全文c
0,九觔黄,01月31日 19:04,为有效防控新型冠状病毒肺炎疫情，按照政府有关部门的要求，沈阳猛禽救助中心暂停了救助活动，也停止了学生志愿者的每日喂食，改由中心几名老师专人负责。外面病毒肆虐，笼舍中的几十只猛禽依然得到了悉心照顾 ?
0,蓝鲸财经记者工作平台,01月31日 19:05,【#仁爱医院院长称真的需要口罩# ：求来1.8万个，分给了住院病人、家属、职工和附近居民】#仁爱医院将口罩发给附近居民# 1月30日，湖北省红十字会官网公布了17项捐赠物资的使用情况，其中莆田系医院武汉仁爱医院收到1.6万个N95捐赠口罩（已更正为1.8万个KN95口罩），而防疫一线医院武汉协和医院仅收到 ?  展开全文c
1,我是殷宜,01月31日 19:05,#宜说# 老徐的宝贝，因为她平时的呵护，所以才能在疫情时候我们不用挤超市买? 她说只要可以有泥土，她就想着种菜。从买土到有机肥，买种子或者苗，平常，她就想尽办法，用各种你想象不出的生活废水……在这样的时期，我们可以从父母身上学习到很多真道理，这些真道理就是我们最好的养料 ?
1,体育菌,01月31日 19:05,【#中国女足奥预赛延期# ！隔离2月5日解除，比赛2月6日进行，安全第一，女足加油】受疫情影响，中国女足征战2020东京奥运会预选赛B组的比赛，从武汉改到悉尼进行#中国足球# 2珠海 ?
0,王子商店,01月31日 19:06,疫情过后你最想见谁？？？？ ?
1,凤凰李淼,01月31日 19:06,东京晴空塔，今晚八点，点亮了中国红：表达日本民众和中国民众站在一起，支持中国抗击疫情。#日本将全力支持中国# ?
1,鹿晗公益联合应援站,01月31日 19:06,"鹿晗#和鹿晗益""7""来##百团公益#【百团大“站”公益—粉丝团体联合捐赠物资应援公告】part-10百团同心，其利断金攻艰克难，疫情难侵对前线的医疗工作者致以最崇高的敬意对坚守一线的守护天使送去温暖的问候今，同舟共济抗战“疫”明，捷报频传破阴霾??100家粉丝团体联合，向湖北省 ?  展开全文c"
1,中国联通,01月31日 19:07,#抗击疫情 央企行动# 中国联通王晓初董事长给奋战在疫情防控战线的全体员工的一封信：践行初心使命，为最美的你加油！ ?
1,蔡徐坤姐姐团_Kunsland,01月31日 19:07,蔡徐坤 #百团公益# part 7【百团大“站”公益—粉丝团体联合捐赠物资应援公告】百团同心，其利断金攻艰克难，疫情难侵对前线的医疗工作者致以最崇高的敬意对坚守一线的守护天使送去温暖的问候今，同舟共济抗战“疫”明，捷报频传破阴霾??100家粉丝团体联合，向湖北省随州市中 ?  展开全文c
1,朱一龙苏州粉丝后援会,01月31日 19:07,#朱一龙善举的力量# #朱一龙2020并肩前行##百团公益#【百团大“站”公益—粉丝团体联合捐赠物资应援公告】百团同心，其利断金攻艰克难，疫情难侵对前线的医疗工作者致以最崇高的敬意对坚守一线的守护天使送去温暖的问候今，同舟共济抗战“疫”明，捷报频传破阴霾??100家粉丝团体联合 ?  展开全文c
1,宋茜日宣小组,01月31日 19:07,宋茜 #百团公益#【PART1】【百团大“站”公益—粉丝团体联合捐赠物资应援公告】百团同心，其利断金攻艰克难，疫情难侵对前线的医疗工作者致以最崇高的敬意对坚守一线的守护天使送去温暖的问候今，同舟共济抗战“疫”明，捷报频传破阴霾??100家粉丝团体联合，向湖北省随州市中 ?  展开全文c
0,音乐车祸现场,01月31日 19:08,等疫情过了真的需要杨丞琳治愈一下，好好大哭一场 ?
1,蝌蝶_LawStudio,01月31日 19:08,张继科#百团公益#【百团大“站”公益—粉丝团体联合捐赠物资应援公告】百团同心，其利断金攻艰克难，疫情难侵对前线的医疗工作者致以最崇高的敬意对坚守一线的守护天使送去温暖的问候今，同舟共济抗战“疫”明，捷报频传破阴霾??100家粉丝团体联合，向湖北省随州市中心医院，捐赠43 ?  展开全文c
1,海誓肾楼,01月31日 19:08,#黄子韬公益正能量# ? #百团公益#【百团大“站”公益—粉丝团体联合捐赠物资应援公告】百团同心，其利断金攻艰克难，疫情难侵对前线的医疗工作者致以最崇高的敬意对坚守一线的守护天使送去温暖的问候今，同舟共济抗战“疫”明，捷报频传破阴霾??100家粉丝团体联合，向湖北省随州市中心医 ?  展开全文c
0,重庆发布,01月31日 19:10,#重庆市政府新闻发布会#【引导学生从原定开学时间（2月10日）起在家学习】1月31日，重庆市政府新闻办举行新型冠状病毒感染的肺炎防控工作例行新闻通气会。市教委副主任邓睿介绍，根据教育部延期开学的通知要求和重庆市委、市府统一部署，重庆市教委在1月30日向各区县中小学印发了《做好疫情防控延迟开 ?  展开全文c
1,环球时报,01月31日 19:10,中国三星将通过中国红十字会，捐赠人民币3000万元，用于抗击新型冠状病毒肺炎疫情。捐赠物款中包含的100万只专业防护口罩和1万套防护服正于韩国紧急采购，采购完成后将第一时间送达中国，以备疫情前线之需。同时，中国三星向所有在抗击疫情前线的医护工作者致敬！武汉加油，中国加油！ ??? ???  展开全文c
0,看我眼色行事好吧,01月31日 19:11,答应我，疫情结束后谁也别笑话谁胖#疫情结束前不要和家人吵架# ?
1,FindJapan_Beauty,01月31日 19:11,#FJ资讯# 日本化妆品三大巨头为疫情捐款非常感谢高丝、资生堂和花王，与我们一起众志成城，希望疫情能早日得到控制#武汉加油中国加油# ?
0,中国广州发布,01月31日 19:12,【注意！广州南站、广州东站部分列车停运】由于疫情防控需要，以及客流变化情况，广州南站部分列车以及广州东站部分列车停运。已购买停运列车车票的旅客，可于票面乘车日期起30日内（含当日）持车票到车站窗口办理退票手续；在中国铁路12306网站购买车票的旅客，如尚未换取纸质车票，可在网站直接办理 ?  展开全文c
1,沙雕语录,01月31日 19:15,脱下防护服后的照片，没有穿过这些隔离服的朋友也许无法体会。无处可逃的闷热、呼吸不畅的缺氧感，现在的我再穿估计会晕过去。?防止疫情蔓延，保护好自己就是对医护最大的爱护，辛苦大家了！#疫情仍处于扩散阶段##新冠肺炎治愈患者有再感染风险# ?
